frame,frame_checksum,normal_unique_teps,normal_scoring_calls,normal_bound_checks,normal_pdb_lookups,normal_bound_cycles,compact_unique_teps,compact_scoring_calls,compact_bound_checks,compact_table_lookups,compact_allocations,cycles_p1,cycles_p2,cycles_p4,cycles_p8,cycles_p16,word_mismatch,metric_mismatch,tie_mismatch
655,15499481043304135410,66150,67225,24786,146861,22594,33235,34310,22542,2150679,21701,217050,127957,83950,61441,50130,0,0,0
656,15052719882199892039,340502,341577,40988,477412,73448,238052,239127,40988,3170789,37998,329235,216502,159636,131636,118581,0,0,0
657,6649709512467052771,544954,546029,42811,539422,82988,522146,523221,42811,3243946,38196,334941,224100,167774,140395,127416,0,0,0
658,16517822258454559377,165621,166696,37564,349362,53748,92676,93751,36755,2972904,37291,300670,191591,137165,110345,97315,0,0,0
659,5658466932555957732,385538,386613,40649,455975,70150,281210,282285,40632,3124854,38172,331642,215949,157302,128699,115442,0,0,0
660,4308306325296819504,143858,144933,35574,335153,51562,71952,73026,34659,2929230,36057,303421,191576,135206,107730,93911,0,0,0
661,15876323454465600244,372380,373455,40361,440791,67814,276943,278018,40361,3048166,37956,316580,206587,151849,124495,111594,0,0,0
662,96679807295986386,173239,174314,37051,352157,54178,98140,99215,36103,3001573,37203,302659,192174,137446,110370,97695,0,0,0
663,17239562545443793729,454556,455631,41965,506623,77942,379629,380704,41965,3163503,38170,324935,216584,162207,134698,121936,0,0,0
664,41847363511816512,449981,451056,41867,521365,80210,369014,370089,41867,3101757,38194,329942,220191,165020,137941,125073,0,0,0
665,6599062690871930985,250496,251571,38454,362167,55718,168002,169077,38327,3019932,37384,304910,194857,139515,111771,98833,0,0,0
666,8684161414503418273,417809,418884,41901,509847,78438,330829,331904,41901,3250650,38196,339090,223468,165887,136622,123770,0,0,0
667,18314418404687521985,75476,76551,27085,146289,22506,36724,37799,24684,2255434,21986,217184,128611,84058,61683,50441,0,0,0
668,6866790557753914697,489665,490740,42149,523536,80544,436215,437290,42149,3262379,38182,336362,223192,166995,138714,125862,0,0,0
669,7617772251789999682,491172,492247,42281,515827,79358,435290,436365,42281,3184750,38208,337929,223151,165730,137720,124702,0,0,0
670,17946558795283661761,114349,115424,23120,140933,21682,104617,105692,21026,1910462,18157,187474,111382,73837,54672,45522,0,0,0
671,15513656550250135436,349343,350418,40301,430833,66282,238373,239448,40283,3064913,37962,318874,207050,151315,123356,110457,0,0,0
672,11595001968502660751,416374,417449,41532,519467,79918,325589,326664,41532,3102447,38194,325641,217701,163525,136788,123936,0,0,0
673,8119812360879151612,442075,443150,41399,488878,75212,377115,378190,41399,3194828,38164,333869,218882,162267,133726,120512,0,0,0
674,578583857471299202,550197,551272,42525,535600,82400,535119,536194,42525,3148692,38204,337378,224996,168445,139895,126836,0,0,0
675,2104722919515244370,449523,450598,41710,501176,77104,383839,384914,41710,3175071,38130,331128,219305,162792,134805,121902,0,0,0
676,18066470779128890983,267070,268145,39060,445692,68568,161234,162309,38722,3154940,37666,322556,210299,154271,126125,113082,0,0,0
677,13342392515164786136,319772,320847,40069,438100,67400,198109,199184,39964,3128812,38094,320640,208243,152867,125570,112518,0,0,0
678,9489402996867759569,509821,510896,42556,531661,81794,465871,466946,42556,3187317,38196,335599,223995,167486,139479,126222,0,0,0
679,4507247751149639448,368433,369508,41039,480155,73870,253788,254863,41039,3085666,38114,328161,215699,159528,132441,119118,0,0,0
680,14325695927051278904,281719,282794,40057,413959,63686,174591,175666,39796,3005318,37702,314786,203866,148587,120977,107777,0,0,0
681,4549627462358699105,88806,89880,30529,211731,32574,45119,46181,27803,2732361,29924,268830,161526,108588,81890,69040,0,0,0
682,13773308950712907785,419722,420797,41256,497172,76488,327114,328189,41256,3180460,38190,333628,220090,163044,135114,121814,0,0,0
683,8627805959236296805,72746,73821,28519,194116,29864,43071,44136,25284,2561441,27681,255615,153040,101812,75999,63906,0,0,0
684,14783932466914455596,299744,300819,40383,441896,67984,175856,176931,40383,3122683,38016,326579,211700,154564,125998,112667,0,0,0
685,7063362618360469997,523934,525009,42734,538642,82868,496131,497206,42734,3132502,38196,329813,221272,167265,140603,127733,0,0,0
686,15496269756699131943,295344,296419,40233,398216,61264,196649,197724,40195,3028028,37892,312610,201669,146457,118668,105340,0,0,0
687,17462328991042244135,386604,387679,41286,478114,73556,281777,282852,41269,3086658,38166,325074,214359,159141,131575,118362,0,0,0
688,9088773184934319842,160731,161806,34539,275860,42440,88577,89652,31890,2792366,35176,280194,174178,121344,95641,82712,0,0,0
689,11362115854441008537,445763,446838,40744,477061,73394,387064,388139,40728,3216361,38096,327070,215000,159252,131658,118606,0,0,0
690,4447914125261390177,399695,400770,40676,455143,70022,312646,313721,40676,2973554,38028,312110,204960,152255,126447,113491,0,0,0
691,2208441132032707222,23495,24569,17228,69316,10664,14772,15846,15377,1371559,11166,132279,76070,48048,33832,27395,0,0,0
692,4773286599351137724,558089,559164,42817,538265,82810,542608,543683,42817,3204783,38208,336371,224602,168530,141008,128154,0,0,0
693,18431393787147755480,190694,191769,37075,349492,53768,103109,104184,35759,3002896,36811,304881,193533,137952,110068,97206,0,0,0
694,15712940082949541157,370823,371898,38716,378482,58228,286396,287471,38300,2985928,37828,307048,196865,142508,115046,102182,0,0,0
695,5047057608239110481,541065,542140,42646,547001,84154,514134,515209,42646,3143116,38208,339957,227470,170946,142650,129498,0,0,0
696,3810085516931865123,494082,495157,42048,515944,79376,443132,444207,42048,3194538,38204,336381,222964,166105,138096,124249,0,0,0
697,17197911180461037765,514414,515489,42458,536562,82548,469632,470707,42458,3113632,38206,330934,221887,166643,139965,126986,0,0,0
698,16390120351940928361,274058,275133,39726,451568,69472,186693,187768,39561,3100023,38056,319141,208758,153657,126837,113979,0,0,0
699,414284693792585915,345854,346929,39882,465114,71556,243692,244767,39849,2993883,37930,314076,207630,154996,128443,115660,0,0,0
700,16760288997976466747,140945,142020,29341,209352,32208,62713,63788,25313,2532880,29147,251563,152193,102494,78522,66144,0,0,0
701,2019704859519031519,438517,439592,41020,477074,73396,367717,368792,41020,3128595,38190,322920,212761,157830,131192,118255,0,0,0
702,11139517963610938150,460986,462061,41422,515801,79354,392389,393464,41422,3134342,38204,328060,218577,163338,136558,123790,0,0,0
703,16223597924637594094,52577,53652,23861,117117,18018,27997,29061,21697,1942816,17798,188055,110139,71118,51646,42130,0,0,0
704,11966477985968963134,202055,203130,39444,384397,59138,106286,107361,39214,3004739,37520,313054,200459,144157,116177,103076,0,0,0
705,6896261019369160036,487243,488318,42354,527059,81086,416902,417977,42354,3218467,38208,330941,220636,165152,138029,125118,0,0,0
706,2194147068444674916,452943,454018,41703,510120,78480,378173,379248,41703,3109731,38208,327395,217976,163487,135831,122920,0,0,0
707,4888443503762510802,351204,352279,40787,473772,72888,258597,259672,40769,3204601,38060,333857,218255,160543,131667,118556,0,0,0
708,8052378887538880508,465090,466165,42305,533624,82096,396147,397222,42305,3201173,38156,335456,223430,167615,139698,126484,0,0,0
709,17691340971513970012,482403,483478,41808,487331,74974,437493,438568,41808,3288169,38204,330950,217238,161088,133373,120314,0,0,0
710,17103961784338573818,448297,449372,41731,494923,76142,375498,376573,41731,3074765,38178,322699,214499,160478,133362,120552,0,0,0
711,15202669987084571639,460202,461277,42181,525694,80876,400296,401371,42181,3149236,38206,331980,221253,166004,139156,126218,0,0,0
712,5953990809327483914,400872,401947,40410,425581,65474,308690,309765,40410,3089170,38006,316880,206067,150706,123035,110148,0,0,0
713,17855951411332076899,453284,454359,41905,509639,78406,381961,383036,41905,3193089,38180,330373,219211,163656,136364,123255,0,0,0
714,9184047310697356165,497673,498748,42509,537732,82728,446793,447868,42509,3179583,38190,335298,224123,168238,140524,127587,0,0,0
715,13544892148617025026,548324,549399,42741,532961,81994,528782,529857,42741,3247158,38206,337293,224183,168219,139928,126869,0,0,0
716,12779733721289212576,179565,180640,35413,332748,51192,85049,86124,33764,2956804,36534,303230,190704,134654,107173,94043,0,0,0
717,14633293032831433389,491594,492669,41556,517010,79540,447666,448741,41556,3080995,38204,331308,219959,164647,136679,123568,0,0,0
718,9229854299135121587,468431,469506,41765,511420,78680,410345,411420,41765,3184501,38202,330432,218757,163148,136025,123114,0,0,0
719,11736205866905026319,200082,201157,37299,345930,53220,114326,115401,35949,2950119,36673,298993,190048,135643,108750,95912,0,0,0
720,7749556930614768223,516955,518030,42340,527579,81166,484750,485825,42340,3174031,38204,339494,225490,167793,140139,126506,0,0,0
721,1322249714398968656,679121,1202358,42493,532740,81960,679121,1172205,42493,3245234,38196,340950,226668,169289,140700,127790,0,0,0
722,11338016266857222091,484212,485287,42135,520598,80092,436298,437373,42135,3255849,38196,337036,223206,166646,138403,125424,0,0,0
723,13354510800715437407,8986,10022,13592,27430,4220,6108,7128,11096,769835,5031,70376,39336,23798,15977,12112,0,0,0
724,10641301294737041240,43658,44725,24292,115401,17754,24902,25969,22508,1979899,17553,184160,107987,69693,50320,40872,0,0,0
725,3402503405738243120,426724,427799,41342,482729,74266,349971,351046,41342,3177430,38120,327647,215477,160214,131954,119054,0,0,0
726,12681844524473137276,375579,376654,41601,494247,76038,259549,260624,41601,3144125,38164,326263,215695,160404,133370,120434,0,0,0
727,16874051204606451211,397564,398639,40709,477100,73400,300390,301465,40709,3176529,38202,325551,214438,158973,131611,118271,0,0,0
728,59797061696096951,501898,502973,42101,516646,79484,462695,463770,42101,3168236,38192,328862,218992,164311,136305,123500,0,0,0
729,4994989261052180492,437247,438322,41826,509392,78368,368839,369914,41826,3148927,38176,334109,220555,164418,136986,124176,0,0,0
730,8674437369330605328,389317,390392,41483,505271,77734,304202,305277,41483,3087469,38108,320443,213212,160018,133601,121665,0,0,0
731,10323825452136550544,404345,405420,41335,482560,74240,327533,328608,41335,3129419,38132,326248,214851,159694,131754,119039,0,0,0
732,17795717853289239040,357160,358235,40736,468598,72092,258504,259579,40736,3123713,37877,320294,211341,156302,129257,116200,0,0,0
733,1483468292785639481,372857,373932,41069,481910,74140,263258,264333,41069,3099677,38186,322505,213389,158716,131666,118557,0,0,0
734,9801838805084428213,432569,433644,40584,448461,68994,366557,367632,40584,3161907,38122,323451,210911,154550,126599,113348,0,0,0
735,15581019411513005347,520291,521366,42401,517478,79612,492011,493086,42401,3183564,38204,336592,223303,166036,138118,124485,0,0,0
736,10654387894964854132,520497,521572,42528,527241,81114,476194,477269,42528,3162500,38206,340478,225389,168003,139715,126456,0,0,0
737,8771142779764509883,476730,477805,41538,508508,78232,419162,420237,41538,3152932,38204,334109,220168,163694,135727,122668,0,0,0
738,12788830630933417344,207,207,4157,0,0,207,207,4157,0,0,0,0,0,0,0,0,0,0
739,10822491647574253858,470013,471088,42012,526760,81040,410988,412063,42012,3176444,38206,330206,220387,165852,138894,125915,0,0,0
740,12071451757757128827,503749,504824,42472,531414,81756,452332,453407,42472,3204442,38202,336657,223761,167317,139698,126627,0,0,0
741,3234914246405969382,363323,364398,39776,413244,63576,258920,259995,39744,3037897,38140,312254,203032,148226,121162,108364,0,0,0
742,17353871685385011834,424213,425288,41206,479869,73826,345006,346081,41206,3149127,38158,326173,214776,158837,131712,118653,0,0,0
743,10284001469478647888,498550,499625,41989,516269,79426,453503,454578,41989,3211005,38208,334941,221816,165372,137362,124303,0,0,0
744,3584243757236677370,353552,354627,40105,428389,65906,260841,261916,40071,3155051,37936,324993,209788,153356,124457,110944,0,0,0
745,1683543872317802967,396124,397199,41507,488371,75134,297190,298265,41507,3150346,38190,336318,220318,162416,133836,120458,0,0,0
746,8119391169943428274,387489,388564,39152,450684,69336,306801,307876,38981,3169307,38058,323384,210775,154213,126834,113860,0,0,0
747,4699563315582228049,445601,446676,42152,497809,76586,372208,373283,42152,3164248,38206,333227,218958,162315,134741,121928,0,0,0
748,2650793684075026015,565044,566119,42898,531947,81838,554401,555476,42898,3202590,38208,335116,223845,167993,140334,127182,0,0,0
749,15078780034518663149,543019,544094,42410,526292,80968,526355,527430,42410,3126998,38208,333826,222247,167015,138467,125408,0,0,0
750,9516802369170204719,271061,272136,39937,397540,61160,162505,163580,39887,3009063,36582,316295,203063,146641,118236,105278,0,0,0
751,9857849601728017366,130969,132044,35621,293540,45160,68422,69497,33825,2796869,35706,295043,183939,128811,100166,87353,0,0,0
752,3655718873919174225,75798,76873,25203,152373,23442,38413,39488,23845,2385827,23208,233068,137183,89373,65694,53728,0,0,0
753,3498152470363394420,206359,207434,36999,333918,51372,108919,109994,35681,2956262,37236,304987,191835,136280,108749,95690,0,0,0
754,4142373120935482839,310883,311958,39269,476697,73338,194283,195358,39217,3120893,38120,326924,215196,159139,131142,117628,0,0,0
755,11386361933896381372,502898,503973,42331,535574,82396,464149,465224,42331,3199703,38196,338158,225322,168660,140073,127261,0,0,0
756,8443758103164304602,116917,117992,31172,196742,30268,59610,60685,27417,2587036,28480,260804,156284,103601,77159,64444,0,0,0
757,8219537104832655677,408951,410026,40179,439699,67646,314813,315888,40179,3108073,38182,317698,207439,152156,125037,112060,0,0,0
758,11837429995650670492,477587,478662,42274,531960,81840,416676,417751,42274,3209115,38198,338366,224819,168230,139943,127174,0,0,0
759,12962131736601260561,102260,103335,30514,232921,35834,51328,52401,26905,2739010,31480,270579,164614,111576,85315,72633,0,0,0
760,3566009117996637487,513043,514118,42233,517413,79602,481150,482225,42233,3061795,38198,329421,219787,164950,137280,124469,0,0,0
761,11429285199178719925,447589,448664,41605,493987,75998,382584,383659,41605,3154456,38202,327222,216261,161145,133490,120432,0,0,0
762,1774941666361266870,155105,156180,34832,298818,45972,77614,78689,32629,2833847,35998,291387,182257,128220,101195,88443,0,0,0
763,17896800419444015272,433602,434677,41567,498303,76662,345412,346487,41567,3154697,38176,327762,216967,161169,134287,121070,0,0,0
764,14838459320748198494,452999,454074,41980,516620,79480,389332,390407,41980,3211814,38204,340035,224754,167094,138586,124820,0,0,0
765,7241118836352957487,4956,5726,20631,12272,1888,3118,3761,18752,420124,2342,37992,20953,12361,8047,5943,0,0,0
766,3180776867860607969,459003,460078,42141,515164,79256,377654,378729,42141,3182747,38208,334697,221569,165617,137659,124600,0,0,0
767,16459822930520107018,372318,373393,41486,492258,75732,277196,278271,41454,3055341,38130,323283,214561,160272,132898,120046,0,0,0
768,368413103938873723,570192,571267,42862,538135,82790,556489,557564,42862,3073941,38208,333414,222938,167849,140578,127667,0,0,0
769,7387674628622485179,467717,468792,41937,522080,80320,400503,401578,41937,3214114,38170,332789,221009,165207,138372,125158,0,0,0
770,4552233550283288364,506320,507395,42276,528554,81316,468980,470055,42276,3170471,38208,331310,221566,166132,138610,125756,0,0,0
771,10230036322838366769,264921,265996,38137,390598,60092,145883,146958,37586,3042252,37489,312505,200487,145175,117246,103923,0,0,0
772,17568047770432397041,425521,426596,41179,476398,73292,358099,359174,41179,3173052,38180,326456,215288,158940,131290,118141,0,0,0
773,8487381258365441485,471072,472147,41615,464373,71442,417446,418521,41615,3086794,38174,319178,209503,155453,128612,116285,0,0,0
774,12002854015431648748,305936,307011,38546,357877,55058,188360,189435,38392,2962668,38001,301635,193041,138763,112582,99654,0,0,0
775,17677776718261518007,469140,470215,41737,486902,74908,409687,410762,41737,3181020,38086,332232,218020,161104,132865,120129,0,0,0
776,18386159295333708937,154610,155685,34808,278915,42910,71728,72803,31421,2792845,35215,287153,178309,124092,96678,83988,0,0,0
777,4341141527874333841,274244,275319,40471,436371,67134,158634,159709,40455,2999010,37295,314670,205438,151258,123333,110632,0,0,0
778,12041586216734902521,503010,504085,42140,516477,79458,464472,465547,42140,3116071,38200,339051,224689,166236,137648,124794,0,0,0
779,12091280701665719598,345385,346460,39838,429117,66018,243941,245016,39750,3032599,37892,316239,205135,150234,123036,110078,0,0,0
780,5747063561846634627,317787,318862,40883,452361,69594,208292,209367,40867,3062122,37502,318822,208449,153304,125683,112898,0,0,0
781,13659019480788384581,404546,405621,41935,492271,75734,314597,315672,41935,3153837,38016,335790,220159,162222,133745,120886,0,0,0
782,17341197987695479059,9586,10637,11931,31590,4860,7432,8480,10741,846982,5711,78944,44120,26929,17974,13886,0,0,0
783,1971492685913915853,30478,31536,18359,79183,12182,17800,18858,15802,1465025,12428,141121,81530,52001,36798,29673,0,0,0
784,12990264759546356782,6570,7483,14556,18460,2840,4859,5702,13011,571452,3380,52706,29150,17365,11558,8556,0,0,0
785,1407034803039058523,182662,183737,32851,264836,40744,104990,106065,30450,2871441,33827,284331,174952,120003,93579,80319,0,0,0
786,17901577062350509317,496858,497933,42153,524550,80700,451898,452973,42153,3219231,38208,335557,223193,167243,138958,125577,0,0,0
787,14908308133424987909,463330,464405,41705,488579,75166,403541,404616,41705,3199849,38188,335620,220205,162288,133705,120490,0,0,0
788,11366450769460786544,547878,548953,42629,534586,82244,531358,532433,42629,3262689,38202,340209,225624,168574,140819,128080,0,0,0
789,11971815552029434115,434115,435190,40911,467181,71874,358952,360027,40911,3104665,38184,323087,211666,157047,129662,116727,0,0,0
790,4383325361708959176,388777,389852,41535,503867,77518,297919,298994,41535,3118618,38178,331588,219095,163325,135571,122832,0,0,0
791,18363733528407095931,118546,119621,33578,242372,37288,67829,68904,30816,2760429,33352,276179,169174,115556,88774,76085,0,0,0
792,10002861733785003672,172912,173987,36514,302692,46568,88013,89088,34988,2947304,37252,292579,183386,128514,101791,89142,0,0,0
793,403711196683579954,12644,13696,14757,38545,5930,8981,10033,12935,988870,6772,91027,51102,31515,21267,16660,0,0,0
794,1222773764376697482,491249,492324,42136,517374,79596,449672,450747,42136,3201563,38202,331129,219882,164644,137524,124467,0,0,0
795,14894244315246357671,114996,116071,31740,254280,39120,62612,63687,29151,2835216,32073,274747,169301,116157,89585,76896,0,0,0
796,9551010347952717070,451898,452973,41996,523250,80500,378597,379672,41996,3128936,38184,334048,221753,165739,137781,124915,0,0,0
797,11518686151825928075,506481,507556,42241,525668,80872,470735,471810,42241,3223293,38202,337799,223789,167061,138854,125743,0,0,0
798,18169216822466057707,184907,185982,33992,260975,40150,92196,93271,30875,2750421,32921,275922,170437,118059,91918,79544,0,0,0
799,17509253598807826051,477322,478397,42207,501800,77200,406320,407395,42207,3128948,38182,325412,216069,161455,134420,121206,0,0,0
800,207223875412327326,481344,482419,42218,526097,80938,440157,441232,42218,3246035,38194,341559,226327,168236,139648,126268,0,0,0
801,10411526384303269376,11981,13034,14567,33202,5108,8391,9436,12452,902503,5837,84879,47274,28544,19236,14509,0,0,0
802,5301745987430737095,509256,510331,41852,505258,77732,472395,473470,41852,3180818,38208,329625,218411,163138,135422,122609,0,0,0
803,5978770521789078293,391440,392515,41150,459940,70760,289881,290956,41150,3060800,38074,317842,209023,155254,127812,115065,0,0,0
804,9728400486518285695,370951,372026,40117,436228,67112,262368,263443,40082,3061384,38126,321571,209161,153197,124668,111867,0,0,0
805,12917981941722151755,533784,534859,42624,543621,83634,511971,513046,42624,3264901,38206,339701,226397,170066,142028,128509,0,0,0
806,16932523169649586864,413012,414087,41101,476983,73382,336683,337758,41101,3172295,38138,327577,216004,159519,131239,118189,0,0,0
807,15706837575289627978,138636,139711,32754,231933,35682,66133,67208,28893,2715452,32646,261943,160910,110725,85458,72906,0,0,0
808,15298385790794028158,178045,179120,35127,311714,47956,98333,99408,33889,2894300,36171,295614,185348,130193,103151,90320,0,0,0
809,10769344395154416677,465635,466710,42398,524602,80708,389784,390859,42398,3176951,38158,327512,218521,164426,137554,124690,0,0,0
810,10489087642773762585,107203,108278,29418,179842,27668,57001,58076,26212,2505721,26553,247485,147387,97157,72385,60121,0,0,0
811,17446287876639459340,538395,539470,42448,520949,80146,514841,515916,42448,3174956,38196,338992,223959,166721,139108,125478,0,0,0
812,6024001205846443217,22462,23537,15533,48737,7498,13731,14793,13023,1132578,8250,107421,60956,37755,25673,20087,0,0,0
813,11303469930602444238,460166,461241,41482,491452,75608,406929,408004,41482,3130305,38208,326832,216107,160436,132723,120048,0,0,0
814,7128518023723225507,233365,234440,37064,342745,52730,127921,128996,36399,2975688,37317,311352,196458,139255,110570,97448,0,0,0
815,16983929887599104962,424394,425469,42053,516646,79484,343152,344227,42053,3090052,38194,332644,220960,165430,137722,124814,0,0,0
816,2966305349566322695,541902,542977,42611,535769,82426,521748,522823,42611,3106293,38198,327718,219597,165875,139625,126856,0,0,0
817,17315387029656839232,361214,362289,40443,481364,74056,267253,268328,40407,3183275,37953,326967,215259,158832,131193,118186,0,0,0
818,6063104702392433395,122430,123497,35049,312195,48030,63780,64847,32785,2913469,36290,293360,184301,130032,102678,89957,0,0,0
819,2168894197117544045,388376,389451,41180,499044,76776,303118,304193,41180,3104651,38166,330872,218367,162588,134986,121611,0,0,0
820,13166810294868532217,492705,493780,42256,512707,78878,452653,453728,42256,3263646,38204,337160,222578,165315,137599,124218,0,0,0
821,7154515070292256585,478328,479403,41931,486707,74878,427616,428691,41931,3184259,38208,328417,216627,160320,132837,119318,0,0,0
822,12951147799802289705,232444,233519,40563,423150,65100,126520,127595,40563,3065639,37716,321261,207780,151550,123481,110444,0,0,0
823,3015744000105577195,493230,494305,42283,536081,82474,442348,443423,42283,3098489,38204,323813,217661,164883,138590,126502,0,0,0
824,3200219573612197833,459247,460322,41914,527020,81080,393671,394746,41914,3210917,38208,338944,224929,167641,139683,126424,0,0,0
825,13591824910804554527,364157,365232,40228,473447,72838,278398,279473,40210,3164356,38074,326804,214435,158827,131116,118018,0,0,0
826,3339416729962887014,479467,480542,40545,460330,70820,452847,453922,40474,3098474,37728,325423,212271,155975,128115,115170,0,0,0
827,12164848042940949902,450430,451505,41774,502658,77332,387876,388951,41774,3130112,38196,328427,217439,162338,135533,122664,0,0,0
828,335404788479088392,467589,468664,41869,515515,79310,413787,414862,41869,3144841,38206,327862,218707,163144,136618,123748,0,0,0
829,13603472540772416096,305130,306205,38791,414973,63842,186374,187449,38532,3086462,37874,318551,205303,149192,121296,107843,0,0,0
830,17071705075626909005,407082,408157,41343,481520,74080,318945,320020,41343,3178173,38073,326783,214894,159429,131798,118821,0,0,0
831,18341829242763824071,523404,524479,42532,524420,80680,490691,491766,42532,3187250,38208,332190,221123,165794,138272,125120,0,0,0
832,11863214575400528271,385764,386839,40372,468117,72018,281883,282958,40372,3125501,38044,327327,214670,158689,130708,117694,0,0,0
833,14506332774470416811,559506,560581,42769,535340,82360,543191,544266,42769,3183580,38204,337006,224369,167861,140177,126796,0,0,0
834,16341460276570440754,415935,417010,41761,512993,78922,324673,325748,41761,3119626,38190,326977,217643,163190,136153,123344,0,0,0
835,11891630108198771782,272142,273217,39138,394810,60740,172353,173428,38874,3037015,37872,315551,202945,147111,118900,106073,0,0,0
836,3237365898895304903,21053,22125,18770,65897,10138,13423,14487,16162,1375897,10647,133245,76141,47026,32763,26347,0,0,0
837,8086558773091539912,435505,436580,41467,485875,74750,358621,359696,41467,3157435,38180,322317,213499,158826,132026,119161,0,0,0
838,10431314773469200888,388479,389554,41282,493675,75950,282639,283714,41265,3156941,38156,334579,219694,162976,134067,121214,0,0,0
839,5461541220844599963,47695,48770,23818,115544,17776,29481,30556,22187,2005276,17541,189708,110436,71313,51692,41859,0,0,0
840,4539211007863776794,243355,244430,39207,403234,62036,143502,144577,38920,3095173,37798,317423,203969,148294,119819,106719,0,0,0
841,15703221057569399048,461012,462087,41648,513266,78964,387581,388656,41648,3141463,38194,329714,218843,163944,136328,123390,0,0,0
842,12772105613499943886,162384,163459,37947,362505,55770,86270,87345,37241,2853882,36125,293977,188679,136088,110223,97452,0,0,0
843,7478921013899394029,410841,411916,41603,500981,77074,325444,326519,41603,3183731,38174,335425,221114,163800,135254,122384,0,0,0
844,1387853742344384276,299880,300955,39178,443911,68294,183719,184794,38922,3138791,38102,322706,210875,154346,126124,112873,0,0,0
845,17176422432421311470,384767,385842,41239,476944,73376,284742,285817,41239,3163717,38170,324493,213818,158493,131653,118681,0,0,0
846,1093245606580494778,354657,355732,40415,459719,70726,256346,257421,40415,3103329,38178,330947,215657,158711,129842,116040,0,0,0
847,9546628066256525176,434880,435955,41256,492011,75694,356423,357498,41256,3102926,38188,327757,216184,161031,133278,120551,0,0,0
848,2742271570923014706,285866,286941,38571,392535,60390,181810,182885,37942,3089682,37739,313817,201479,145680,117764,104521,0,0,0
849,1911302707690250453,472681,473756,41503,476580,73320,420119,421194,41503,3095892,38188,329845,216076,159151,130864,118177,0,0,0
850,9254027201414479952,137710,138785,35881,315887,48598,71660,72735,34862,2857892,36679,293924,185451,131227,104342,91629,0,0,0
851,1974917052749627494,458492,459567,41813,494845,76130,374982,376057,41813,3121055,38152,329718,218109,162217,133663,120514,0,0,0
852,14086352277056493489,514813,515888,42368,535015,82310,475849,476924,42368,3210906,38208,338532,224886,168629,140806,127654,0,0,0
853,15646807419831327753,318626,319701,39448,421395,64830,219137,220212,39216,3039712,38140,309404,201709,148487,121052,108222,0,0,0
854,8081510305507105706,439431,440506,41748,512811,78894,360388,361463,41748,3209933,38124,340801,224797,167263,138448,124652,0,0,0
855,12048132759722743492,416511,417586,41791,492206,75724,323347,324422,41791,3137940,38138,324643,215252,160338,133502,120530,0,0,0
856,4956973257292986760,436070,437145,41509,508768,78272,357721,358796,41509,3189629,38190,333049,220279,164114,136107,123131,0,0,0
857,13997882618806339352,247645,248720,37982,352404,54216,140679,141754,37318,2964593,36307,310277,195940,139074,110667,97726,0,0,0
858,12143416357550260545,377007,378082,41466,465751,71654,286837,287912,41466,3045865,38204,318309,209311,155187,128488,115682,0,0,0
859,10810594063590991913,171602,172677,38767,384891,59214,87591,88666,38370,3027531,36777,310605,198936,143242,115679,102819,0,0,0
860,7091249316525756153,406394,407469,41284,504972,77688,313781,314856,41284,3173807,38128,327512,217664,162760,135022,122046,0,0,0
861,7050516824112570274,305018,306093,39967,431769,66426,206417,207492,39823,3173416,37658,321464,208297,152081,123972,111036,0,0,0
862,12870458458020793496,392742,393817,41169,463840,71360,278220,279295,41169,3135078,37706,318786,209903,155178,128124,115296,0,0,0
863,6681618435262431050,85269,86344,31941,221026,34004,42978,44053,27980,2679288,30243,269756,163336,109681,82898,70282,0,0,0
864,16292954604577266035,139985,141060,31555,254670,39180,78143,79218,29847,2782038,32259,275091,169234,116538,90726,78181,0,0,0
865,11225149710891549225,165984,167059,30907,207506,31924,89875,90940,27891,2609666,29725,261279,158238,106115,80182,67444,0,0,0
866,12909982695472119933,413703,414778,41523,498979,76766,333122,334197,41523,3129821,38082,326555,216046,161320,134047,121079,0,0,0
867,1824355995950365656,488516,489591,42101,506571,77934,439436,440511,42101,3124311,38196,334567,221683,164833,136245,123266,0,0,0
868,12722417601184379589,421440,422515,41160,465465,71610,321482,322557,41160,3139327,38146,328067,214680,157903,129943,116425,0,0,0
869,9173444546945668529,185752,186827,38022,361374,55596,103656,104731,37167,3003984,36876,301713,192883,138546,111161,98388,0,0,0
870,13147126539181644396,393278,394353,40881,448916,69064,311996,313071,40865,3091807,38035,327650,212931,155639,127075,114218,0,0,0
871,6117914263822206833,486917,487992,42098,526175,80950,431431,432506,42098,3081055,38204,326192,218449,164318,137832,124978,0,0,0
872,5119415470528343509,529149,530224,42360,527540,81160,495254,496329,42360,3140291,38206,331506,221486,165632,138364,125598,0,0,0
873,6035857067372384593,392429,393504,41091,479791,73814,290291,291366,41091,3166131,37980,326502,214827,159160,131591,118462,0,0,0
874,6025453860780451334,389893,390968,41678,489489,75306,304473,305548,41678,3178180,38146,329931,217459,161367,133730,120586,0,0,0
875,9235695028395943617,289403,290478,38228,374244,57576,189347,190422,37251,3023053,37778,313552,199855,143347,114841,102083,0,0,0
876,17458936654132995888,6198,7230,9155,23023,3542,3460,4449,6428,652265,4206,61613,34214,20586,13642,10298,0,0,0
877,3067939793805786422,474492,475567,41812,486824,74896,423051,424126,41812,3091931,38134,327179,215849,159929,132810,119699,0,0,0
